series,section,number,name,en_name,price,image_url
OP06,SR,OP06-062,ヴィンスモーク・ジャッジ,Vinsmoke Judge,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10075.jpg
OP06,SR,OP06-069,ヴィンスモーク・レイジュ,Vinsmoke Reiju,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10083.jpg
OP06,SR,OP06-086,ゲッコー・モリア,Gecko Moria,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10103.jpg
OP06,SR,OP06-093,ペローナ,Perona,320 円,https://card.yuyu-tei.jp/opc/100_140/op06/10111.jpg
OP06,P-R,OP06-013,モンキー・D・ルフィ(パラレル),Monkey.D.Luffy,"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op06/10017.jpg
OP06,P-R,OP06-025,ケイミー(パラレル),Camie,580 円,https://card.yuyu-tei.jp/opc/100_140/op06/10033.jpg
OP06,P-R,OP06-050,たしぎ(パラレル),Tashigi,"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op06/10062.jpg
OP06,P-R,OP06-061,ヴィンスモーク・イチジ(パラレル),Vinsmoke Ichiji,780 円,https://card.yuyu-tei.jp/opc/100_140/op06/10074.jpg
OP06,P-R,OP06-081,アブサロム(パラレル),Absalom,580 円,https://card.yuyu-tei.jp/opc/100_140/op06/10098.jpg
OP06,P-R,OP06-101,おナミ(パラレル),O-Nami,"2,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10121.jpg
OP06,R,OP06-013,モンキー・D・ルフィ,Monkey.D.Luffy,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10016.jpg
OP06,R,OP06-018,ゴムゴムの大猿王銃乱打,Gum-Gum King Kong Gatling,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10022.jpg
OP06,R,OP06-025,ケイミー,Camie,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10032.jpg
OP06,R,OP06-033,バンダー・デッケン九世,Vander Decken IX,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10041.jpg
OP06,R,OP06-036,リューマ,Ryuma,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10045.jpg
OP06,R,OP06-047,シャーロット・プリン,Charlotte Pudding,220 円,https://card.yuyu-tei.jp/opc/100_140/op06/10058.jpg
OP06,R,OP06-058,重力刀 猛虎,Gravity Blade Raging Tiger,220 円,https://card.yuyu-tei.jp/opc/100_140/op06/10070.jpg
OP06,R,OP06-081,アブサロム,Absalom,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10097.jpg
OP06,R,OP06-090,ドクトル・ホグバック,Dr. Hogback,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10108.jpg
OP06,R,OP06-101,おナミ,O-Nami,320 円,https://card.yuyu-tei.jp/opc/100_140/op06/10120.jpg
OP06,R,OP06-104,菊之丞,Kikunojo,220 円,https://card.yuyu-tei.jp/opc/100_140/op06/10124.jpg
OP06,R,OP06-115,お前が消えろ,You're the One Who Should Disappear.,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10137.jpg
OP06,R,OP06-116,排撃,Reject,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10138.jpg
OP06,UC,OP06-003,エンポリオ・イワンコフ,Emporio.Ivankov,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10004.jpg
OP06,UC,OP06-006,サガ,Saga,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10007.jpg
OP06,UC,OP06-012,ベアキング,Bear.King,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10015.jpg
OP06,UC,OP06-016,レイズ・マックス,Raise Max,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10020.jpg
OP06,UC,OP06-019,青龍印 流水,Blue Dragon Seal Water Stream,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10023.jpg
OP06,UC,OP06-024,イカロス・ムッヒ,Ikaros Much,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10031.jpg
OP06,UC,OP06-029,ダルマ,Daruma,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10037.jpg
OP06,UC,OP06-031,はっちゃん,Hatchan,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10039.jpg
OP06,UC,OP06-034,ヒョウゾウ,Hyouzou,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10042.jpg
OP06,UC,OP06-038,一大・三千・大千・世界,The Billion-fold World Trichiliocosm,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10047.jpg
OP06,UC,OP06-044,ギオン,Gion,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10055.jpg
OP06,UC,OP06-045,クザン,Kuzan,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10056.jpg
OP06,UC,OP06-046,サカズキ,Sakazuki,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10057.jpg
OP06,UC,OP06-054,ボルサリーノ,Borsalino,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10066.jpg
OP06,UC,OP06-056,天叢雲剣,Ama no Murakumo Sword,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10068.jpg
OP06,UC,OP06-059,ホワイトスネーク,White Snake,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10071.jpg
OP06,UC,OP06-063,ヴィンスモーク・ソラ,Vinsmoke Sora,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10077.jpg
